House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price
H-1051,Maplewood,424,7,2,1978,1996,6,225203.51550725242
H-1078,Sunny Valley,1343,6,4,2019,2011,7,447812.2059767646
H-1062,Swamp Bottom,1438 sqft,5,2,2010,2011,1,136689.64385394868
H-0255,Maplewood,2289,4,2,1968,2017,5,506822.425262519
H-0156,Swamp Botom,"1,052",3,4,2014,2023,5,272627.55866209447
H-0541,Maplewood,3315,6,3,1988,2002,9,
H-1800,Industrial District,"1,393",6,3,1997,2012,1,273505.3975663809
H-0073,Gilden Ridge,"2,378",7,3,1968,1997,8,288537.2975215479
H-0444,Swamp Bottom,1530,6,1,2008,1998,9,197192.50394520964
H-1966,Sunny Valley,293,3,4,1999,2012,2,202185.69720496272
H-1724,Maplewood,1750,4,2,1962,2024,5,408504.1220974909
H-1298,Maplewood,"1,925",5,3,1974,2020,4,481641.8134171002
H-1104,Industrial District,1698,3,2,2010,1995,6,330985.15135100234
H-1730,Sunny Valley,1228,3,3,1998,2019,3,309493.5728889293
H-1116,Golden Ridge,697,3,3,1982,2006,9,384029.5068619141
H-1093,Maplewood,831 sqft,4,4,1977,2014,5,260450.2207406251
H-1401,Sunny Valley,1975 sqft,3,3,2007,2016,6,523980.2789762797
H-0251,Sunny Valley,2225,5,3,2001,1990,4,619283.9253014358
H-1161,Golden Ridge,735 sqft,7,1,2007,2009,9,508702.3901878096
H-1278,Golden Ridge,1564,4,1,2002,2013,10,690705.8980623703
H-0642,Sunny Valley,2776,4,1,1983,1990,3,705957.0342950766
H-1170,Maplewood,3282 sqft,7,3,1976,2005,10,775471.5348468967
H-0621,Sunny Valley,1513 sqft,5,2,1985,2020,3,450866.928484284
H-1675,Sunny Valley,"2,069",3,3,1987,2024,1,514700.0576395578
H-1423,Golden Ridge,373,4,1,1995,1999,4,260507.74497207726
H-0338,Maplewood,"1,345",2,2,1986,2014,9,326664.74129219307
H-1006,Maplewood,3303 sqft,3,1,2021,2015,5,675352.7912114885
H-1760,Maplewood,1327,7,3,1973,2013,3,332163.189171035
H-1856,Swamp Bottom,3525,3,4,2009,2008,8,376952.91693690355
H-1853,Swamp Bottom,1963,6,2,1970,2019,10,307373.66998274566
H-0618,Swamp Bottom,1530,5,3,2011,2011,1,227614.65817116335
H-0195,Swamp Botom,3201,5,3,1997,2013,3,829373.2391877233
H-0993,Maplewood,"2,535",5,3,2017,1995,2,597827.4442596796
H-1244,Swamp Bottom,2101 sqft,2,1,1966,1993,7,249916.93898840714
H-0433,Golden Ridge,1528,2,4,2020,2019,8,625881.5772546548
H-0116,Swamp Botom,1437 sqft,3,2,1972,2007,7,176876.53487745736
H-1490,Sunny Valley,2446,5,4,1964,2003,5,706711.1091888674
H-1100,Golden Ridge,-210,4,1,1977,1990,2,19826.224308237062
H-0465,Sunny Valley,1480 sqft,6,3,2021,2007,10,532906.3292563792
H-1253,Golden Ridge,1592,6,1,2020,1990,2,621683.8509545209
H-0040,Gilden Ridge,2156,4,3,1975,2020,7,820214.3785244982
H-0806,Industrial District,"2,553",4,3,2010,2004,9,461293.58655770135
H-0272,Swamp Bottom,2215,7,2,2010,2014,3,270735.47088425537
H-0708,Sunny Valley,2144 sqft,5,1,1962,2017,10,669068.642566086
H-0749,Maplewood,"1,933",5,3,1961,2018,9,479541.84226808895
H-0933,Maplewood,925 sqft,4,3,1981,1998,6,281572.0800008545
H-1831,Maplewood,"1,762",2,3,2022,1999,1,325386.30239855545
H-1476,Swamp Bottom,1339,5,3,2003,1994,5,204122.45081754733
H-0958,Sunny Valley,"2,544",4,1,2012,2004,10,708098.0680975673
H-1506,Maplewood,2157 sqft,4,4,2005,2021,2,447052.5468040918
H-0161,Swamp Botom,504,2,3,1982,2009,10,199995.11448013256
H-0612,Maplewood,"1,488",2,1,1979,2005,6,316870.7451700406
H-1066,Sunny Valley,2750,3,3,2001,2015,6,712855.2685773859
H-0506,Industrial District,1535 sqft,5,2,2012,2010,8,
H-1338,Golden Ridge,1838,3,3,1990,2015,9,725926.1396101714
H-1602,Sunny Valley,2543,3,2,2017,2006,1,635382.4800831578
H-0648,Swamp Bottom,"1,110",3,4,1984,2003,9,130300.60350258111
H-1982,Maplewood,"2,521",5,4,2020,1990,8,595470.3769936576
H-0489,Swamp Bottom,2753,6,4,2010,2012,2,310398.0993477072
H-1390,Sunny Valley,"1,094",4,2,1972,1993,9,360654.5417692866
H-1631,Sunny Valley,3753,2,2,1964,2022,2,900594.5925587665
H-0202,Sunny Valley,123,6,3,1978,2002,7,209921.70401644736
H-1321,Sunny Valley,1965,5,3,1979,2011,1,577458.1408928774
H-0502,Sunny Valley,425,5,1,2018,2003,6,
H-0558,Swamp Bottom,2999,6,1,1989,2006,6,
H-0854,Sunny Valley,971,3,4,1972,1997,5,360483.5599429166
H-0817,Sunny Valley,2276 sqft,2,2,1992,2014,8,631655.823341498
H-1644,Golden Ridge,"3,044",6,3,1970,2011,6,1122556.8876911758
H-0297,Sunny Valley,1550 sqft,4,2,2001,2022,3,436954.084010887
H-1633,Swamp Bottom,2765,5,3,1960,2014,2,319817.6124380337
H-1580,Sunny Valley,"1,285",3,3,1982,2019,5,377393.27649377217
H-1930,Maplewood,1695,6,3,2021,2000,9,481861.0035570855
H-1935,Swamp Bottom,2047,3,1,1987,1992,1,252517.31794666647
H-1381,Sunny Valley,1488,7,3,1987,2014,10,503524.2276935339
H-1132,Golden Ridge,"2,503",4,2,2000,2013,3,855141.0481233344
H-1681,Industrial District,2114,5,3,1989,2005,6,400980.4879827974
H-0661,Industrial District,"1,317",6,3,2022,2020,6,317262.08419715386
H-0097,Gilden Ridge,"1,602",6,4,2002,1997,3,457372.710921637
H-1419,Industrial District,2429 sqft,2,2,2010,2008,3,406316.8856951271
H-1866,Golden Ridge,"2,584",2,4,1984,1994,8,830634.8035168393
H-1189,Maplewood,"2,741",2,4,1999,1997,2,513476.0314504521
H-1922,Maplewood,586,6,2,2022,2009,3,221422.11773905737
H-0092,Gilden Ridge,670,4,3,2002,2016,9,134168.23674648823
H-0734,Sunny Valley,"1,767",5,2,1971,2005,1,476093.7499124448
H-1581,Sunny Valley,2297,6,4,1977,2008,5,638400.0441948102
H-1924,Swamp Bottom,2366 sqft,2,1,1985,2018,6,240502.3860555352
H-0665,Sunny Valley,2004,5,1,1973,2008,3,567853.7368286562
H-0062,Gilden Ridge,"2,070",6,2,1971,2018,6,255172.43405443526
H-0241,Industrial District,"2,483",2,3,1963,1991,7,426696.9519433358
H-1373,Maplewood,3128 sqft,6,2,2014,2000,3,657046.4189553887
H-1098,Swamp Bottom,"3,411",4,4,1993,2019,10,379347.9130319608
H-0975,Sunny Valley,"1,508",3,3,1966,2010,4,425860.5735193565
H-0014,Gilden Ridge,1617,4,2,2020,1990,8,0.0
H-1219,Sunny Valley,2935 sqft,6,4,1964,1995,10,840955.9853782761
H-0998,Industrial District,1084,4,1,1999,2014,6,252712.07151970267
H-0413,Maplewood,1960 sqft,3,2,1960,2005,10,478275.21176393377
H-1449,Maplewood,930 sqft,7,3,1975,1990,6,361065.9095933365
H-0559,Maplewood,"1,376",7,1,1980,2000,4,
H-0014,Gilden Ridge,1617,4,2,2020,1990,8,497158.0190302195
H-0911,Sunny Valley,130,2,2,2012,1998,7,150151.65499433555
H-0393,Swamp Bottom,"2,244",5,3,1961,2001,7,254972.64174160597
H-0459,Golden Ridge,2778 sqft,3,2,1983,2011,6,985422.442054084
H-0989,Swamp Bottom,3309 sqft,6,1,1989,2020,8,395193.9090400885
H-1696,Golden Ridge,1702 sqft,2,1,2017,2022,10,622817.4152818903
H-1042,Sunny Valley,2620,5,1,2001,2020,7,759278.9177286536
H-1470,Maplewood,2827,5,4,1965,2001,1,573589.4012254871
H-1154,Maplewood,1165,5,4,1980,2005,10,336970.513502826
H-1128,Sunny Valley,1661 sqft,2,2,1971,2005,3,461003.0524060055
H-1570,Maplewood,990,3,2,1985,2002,7,319347.601413457
H-0269,Sunny Valley,1567 sqft,2,1,2023,2015,1,402489.41825728206
H-1661,Maplewood,1502 sqft,2,4,2020,1990,9,367841.06055074435
H-1088,Industrial District,"2,882",5,3,2021,2010,3,484555.1322655377
H-1271,Swamp Bottom,"2,981",4,4,2024,2012,10,342568.02418268315
H-1237,Maplewood,"1,387",4,1,2004,1992,2,387893.6356318643
H-1564,Swamp Bottom,2563,4,4,2019,2004,1,291422.9326090351
H-1013,Golden Ridge,2264 sqft,5,1,1960,1996,6,831033.5957516315
H-1526,Sunny Valley,2349 sqft,3,2,1993,2008,9,666710.0997686004
H-0674,Sunny Valley,1408,6,2,1987,2006,1,454464.40564490284
H-0431,Swamp Bottom,"1,797",3,2,2020,1990,10,199643.1768823967
H-1369,Sunny Valley,3654,5,3,2024,2010,10,1053602.4164885832
H-0361,Maplewood,"1,818",7,4,2009,1992,7,475482.1373099825
H-0971,Industrial District,662 sqft,4,4,1995,2013,4,107993.24649563653
H-0703,Golden Ridge,1819 sqft,5,4,1966,2008,6,693347.2471625835
H-1337,Maplewood,1784 sqft,5,2,1997,2023,2,424028.88389254035
H-1343,Maplewood,"2,207",6,4,2002,2022,1,474430.7052559564
H-1375,Swamp Bottom,"2,612",2,3,2004,2021,8,218505.06839257837
H-0316,Sunny Valley,"2,863",2,2,1985,2003,10,762686.820522445
H-0124,Swamp Botom,2580 sqft,4,1,1994,2005,7,669776.594948387
H-0880,Sunny Valley,1317 sqft,2,4,2003,2013,9,413921.95112239895
H-0451,Maplewood,1769,5,1,2010,1996,8,405705.91197489575
H-0273,Industrial District,1248,5,1,1990,1991,3,247362.9121020409
H-1795,Golden Ridge,1956 sqft,3,3,1979,1990,10,748796.8359104807
H-1711,Golden Ridge,1926,4,3,1964,1993,5,743148.7529140409
H-0323,Sunny Valley,1240,5,3,1980,2009,7,436699.09915439
H-1483,Golden Ridge,1906,4,3,1979,2007,5,699846.6398872443
H-0143,Swamp Botom,1709,2,3,2008,2009,5,489069.64745336847
H-1185,Industrial District,650 sqft,6,2,2012,2000,8,209100.57187272207
H-0613,Golden Ridge,"2,519",2,3,2006,2019,4,803301.7906848997
H-0022,Gilden Ridge,"1,671",3,1,2013,1997,2,441159.80283146905
H-0203,Swamp Bottom,1490 sqft,5,3,1977,2012,2,176566.7615095408
H-1230,Swamp Bottom,"2,585",3,4,1994,1993,8,277416.50730820856
H-1704,Sunny Valley,1990 sqft,5,2,1984,2023,5,610892.5202123835
H-1467,Sunny Valley,1915,4,2,1988,2005,6,554726.3679742173
H-1902,Swamp Bottom,1128,4,2,2006,2009,2,170840.20880298916
H-1358,Sunny Valley,440,6,3,2013,2005,8,261648.65440542498
H-0629,Sunny Valley,2391,4,1,1992,1998,6,621638.7040490285
H-0654,Sunny Valley,2651,4,4,1975,2000,9,744528.5630142775
H-1174,Maplewood,3892 sqft,3,4,2011,2008,8,773485.9639963316
H-0129,Swamp Botom,2054,3,3,2003,2011,1,409347.5740544726
H-0826,Sunny Valley,2049 sqft,3,2,2020,1990,5,563262.3975802186
H-0033,Gilden Ridge,2799,7,1,1981,2003,2,497685.68190098373
H-1900,Maplewood,2429 sqft,3,1,1993,2015,7,502420.3309729932
H-0567,Sunny Valley,1831,4,3,1991,1998,9,
H-0306,Maplewood,"2,427",3,4,1984,2022,5,480566.22081228864
H-0849,Maplewood,1948,3,2,1982,2003,8,430224.6579200482
H-1508,Maplewood,"2,362",5,3,2010,2002,8,542445.5775089227
H-1614,Sunny Valley,"3,146",5,2,1972,2010,10,890505.3242214962
H-0170,Swamp Botom,2517,7,2,2020,1990,10,623883.2041571195
H-1388,Industrial District,2252 sqft,5,3,2024,2006,3,417559.2766524177
H-0226,Industrial District,"2,328",3,4,1980,2006,6,392261.94746153394
H-1251,Maplewood,"2,508",3,4,1974,1990,8,536126.4975814186
H-1941,Sunny Valley,1803,2,3,1993,1996,10,515157.1933328511
H-0899,Golden Ridge,"2,090",4,2,1964,2004,6,780380.7302802992
H-1329,Maplewood,744,4,3,1969,2017,3,248811.68215023328
H-0745,Swamp Bottom,990,4,1,1970,2004,8,134380.8267542523
H-1300,Golden Ridge,2250,3,3,1960,2022,5,795266.6546991533
H-1242,Swamp Bottom,"2,113",7,1,1986,1993,5,254161.6043476548
H-0295,Maplewood,263,6,1,1975,2014,5,152369.7660669487
H-1645,Swamp Bottom,2192,4,2,2017,2002,2,212699.85192179086
H-0862,Maplewood,1063,7,3,1999,2017,4,283606.4855252104
H-1572,Maplewood,"3,094",2,1,1964,1994,7,589812.7236197757
H-1468,Swamp Bottom,1012,2,2,1984,2018,3,107524.6353771102
H-0892,Swamp Bottom,3104 sqft,7,1,1992,2018,7,385071.7572459904
H-1099,Sunny Valley,"1,051",5,1,1995,1997,5,328190.3315355388
H-1203,Sunny Valley,"1,682",7,1,2016,1991,7,572846.4503630055
H-0555,Sunny Valley,1889,6,1,2011,1995,8,
H-0184,Swamp Botom,278,5,1,1999,1990,6,203238.93267343869
H-1678,Sunny Valley,"2,488",7,3,1999,1995,4,673588.3225851356
H-1257,Maplewood,1741,4,1,2013,2008,6,444842.85704578686
H-0500,Maplewood,2766,6,3,2002,2023,10,
H-0319,Sunny Valley,1829,6,4,1997,2018,5,576266.5767362483
H-1112,Sunny Valley,2826,3,4,1984,2018,1,647155.661283418
H-0602,Sunny Valley,"2,114",6,4,1983,1993,1,583956.559513066
H-1944,Swamp Bottom,2646,7,4,2020,1990,4,329731.88033248804
H-0977,Golden Ridge,2920,6,3,2020,1990,9,1104985.8157208113
H-1077,Maplewood,1763,7,4,1983,2020,6,452164.6782890772
H-1519,Industrial District,3529,2,2,1990,1994,9,620919.0358998571
H-0828,Maplewood,"2,713",3,2,1971,2006,5,553918.2629104455
H-1487,Maplewood,1052,7,2,1996,2023,10,345725.20695287734
H-1289,Golden Ridge,"2,066",2,4,1969,2002,2,648884.1763471944
H-1392,Sunny Valley,2782 sqft,5,4,2000,2009,10,763720.9940516566
H-0466,Sunny Valley,2635 sqft,2,4,1989,1999,6,630202.7151078419
H-0419,Swamp Bottom,1343 sqft,7,4,1991,2017,6,220825.1905137822
H-0080,Gilden Ridge,"2,658",3,2,1960,2020,3,282478.81451258407
H-0375,Sunny Valley,2178 sqft,6,1,2021,2009,3,553905.0243364704
H-1908,Sunny Valley,3205 sqft,6,2,1987,2003,7,849482.7242819315
H-1205,Swamp Bottom,"2,794",5,4,1984,2020,2,232908.2829135799
H-0429,Golden Ridge,2462,4,3,1977,2015,9,925429.9725271071
H-1484,Sunny Valley,"2,057",7,1,2017,2018,6,632772.4305286119
H-0331,Swamp Bottom,1197 sqft,6,3,1960,2012,3,191216.90418567107
H-1512,Industrial District,1837,2,2,2014,2001,5,322031.40139290644
H-1865,Industrial District,1692 sqft,7,3,1998,2004,9,372189.77993238036
H-1054,Industrial District,2610,4,2,1998,2019,10,503738.982134528
H-0906,Swamp Bottom,2200,4,2,1995,1992,3,279424.7109170079
H-0153,Swamp Botom,"1,980",6,4,2019,2014,4,526843.5940817442
H-0232,Maplewood,"1,790",6,1,1977,1991,10,508536.58772212575
H-0987,Sunny Valley,"1,736",5,3,1967,1999,2,472808.1493442596
H-0079,Gilden Ridge,2035 sqft,6,2,2003,2010,8,833718.3720718999
H-1147,Maplewood,"1,103",2,4,1972,2001,9,335614.423619866
H-1859,Maplewood,1647,5,3,1970,2019,1,359306.3958133653
H-0354,Golden Ridge,2838,6,1,1973,2007,2,964622.2595480711
H-0803,Maplewood,2872,7,3,2006,2007,3,639459.2456378057
H-0992,Sunny Valley,"1,847",6,2,1976,2014,10,621623.6752708845
H-0421,Swamp Bottom,2062,2,2,2020,1990,8,197124.977818843
H-0279,Swamp Bottom,2214,4,2,1972,2002,10,302897.7437936619
H-1225,Maplewood,"1,152",4,3,2001,1994,9,357217.6010177754
H-0844,Golden Ridge,2840,4,3,1987,2014,4,936444.7296238979
H-1555,Sunny Valley,1387,4,3,1986,2007,7,457306.6167682723
H-1040,Maplewood,1964,7,3,2022,1999,4,511515.4511740011
H-0152,Swamp Botom,"1,926",4,4,1994,1996,10,791236.5546989298
H-0994,Sunny Valley,2209,3,3,2016,2015,2,563564.0127529512
H-0706,Sunny Valley,2594,2,1,1974,2002,2,671450.2314792146
H-1618,Maplewood,1437 sqft,4,2,2011,1997,6,395316.66238107876
H-1349,Golden Ridge,1368 sqft,2,4,1986,2012,9,533993.3959921545
H-0121,Swamp Botom,"1,407",2,2,2022,2023,8,163955.297057278
H-0012,Gilden Ridge,634 sqft,6,3,1998,2018,10,0.0
H-1260,Sunny Valley,2209 sqft,4,2,1963,2022,8,585975.457914596
H-1642,Maplewood,1682 sqft,2,1,1983,2006,6,406498.57194894436
H-0271,Swamp Bottom,2225 sqft,6,4,1988,2011,6,261280.90777834368
H-0795,Swamp Bottom,2892,3,2,1982,2010,5,281934.8846903173
H-1192,Sunny Valley,744 sqft,3,2,1962,2013,2,247035.99671226958
H-0154,Swamp Botom,2290 sqft,4,2,2004,1992,7,388442.2015158173
H-1477,Swamp Bottom,3107 sqft,5,1,1973,2001,10,387209.10205280175
H-1999,Sunny Valley,"2,086",3,3,2005,1993,4,476311.83644570014
H-1718,Industrial District,2858,4,3,1994,1992,5,495538.71036094136
H-1821,Golden Ridge,"1,252",5,1,2020,1990,6,514933.5452455291
H-1693,Golden Ridge,"2,380",5,3,1986,2024,10,937498.829956556
H-1455,Industrial District,1715,2,1,1971,2008,4,287054.72111361864
H-0709,Maplewood,1918 sqft,3,2,1982,1991,10,437245.00098049553
H-0694,Golden Ridge,1176,5,3,1971,2002,3,452704.97420399316
H-0456,Golden Ridge,2138,6,4,1997,2008,5,783609.5972570879
H-0026,Gilden Ridge,2383 sqft,3,4,2002,2000,10,709957.3733543123
H-1229,Sunny Valley,2162,6,4,2013,2015,2,588002.7893397101
H-0442,Sunny Valley,"2,578",2,4,1999,2008,8,652382.4911643893
H-1706,Maplewood,3603,2,1,1991,2024,4,700068.3086097873
H-1835,Maplewood,1355,4,1,1978,2008,5,354364.4833234119
H-0137,Swamp Botom,1518,5,4,2019,2012,8,406336.8912506128
H-0550,Maplewood,2335,7,3,2002,1999,8,
H-1086,Maplewood,"2,192",4,3,2006,2006,5,545834.2657622674
H-1973,Maplewood,1228 sqft,5,3,1986,2006,4,294304.0913341003
H-0239,Sunny Valley,1941,3,1,1968,1995,8,548658.1624486285
H-0008,Gilden Ridge,"2,525",6,4,2001,2005,10,0.0
H-1608,Sunny Valley,2205 sqft,6,2,1973,1998,9,673268.3512675933
H-0454,Golden Ridge,2095 sqft,3,1,1979,2005,7,763686.9205634076
H-0296,Swamp Bottom,741,7,2,2010,2008,5,148711.85268304727
H-0996,Industrial District,"1,748",2,1,2011,2024,8,298884.2279002408
H-1955,Industrial District,"3,864",3,3,1978,2001,3,573647.8925979914
H-0230,Swamp Bottom,2625 sqft,7,3,1969,1997,9,367986.67629323184
H-1064,Sunny Valley,1765 sqft,2,2,1973,1999,9,510481.4971286835
H-0645,Swamp Bottom,"2,398",7,1,2021,2024,10,295784.6238272875
H-1963,Sunny Valley,1937 sqft,2,2,1961,2014,1,502202.55644655414
H-1615,Maplewood,2055,5,4,1969,2015,7,530473.8843938841
H-0736,Sunny Valley,647,2,3,2001,2019,8,249364.98031202206
H-1317,Maplewood,2321,3,3,2023,1994,4,459404.196736763
H-1007,Swamp Bottom,1315 sqft,2,3,2002,1999,9,159233.76292824603
H-1084,Industrial District,"3,244",7,3,1960,1996,3,536273.9377519614
H-0897,Swamp Bottom,3140 sqft,5,2,1997,1999,8,298402.7325690284
H-0514,Golden Ridge,2853,5,1,1971,2007,7,
H-1732,Maplewood,769,2,3,2006,2004,2,193409.19345720386
H-0855,Sunny Valley,2509,3,2,1964,2023,3,613696.4084208647
H-1265,Golden Ridge,2647,6,3,2017,2016,4,967257.9654139677
H-0512,Industrial District,392,4,4,1969,2005,7,
H-0677,Sunny Valley,1463,7,4,1982,2019,5,496573.80917770416
H-0105,Swamp Botom,2160,7,2,2015,1997,7,670366.6046289011
H-0095,Gilden Ridge,"3,231",4,2,2021,2001,6,698588.7868944086
H-1472,Swamp Bottom,"2,082",2,4,1988,2016,1,214154.28034781787
H-1471,Maplewood,622,6,1,2001,2006,4,261345.96446291002
H-0866,Sunny Valley,2529 sqft,6,3,2024,2018,2,657987.5232500195
H-0353,Sunny Valley,3348 sqft,2,4,2021,2002,9,824219.9371657693
H-0507,Swamp Bottom,"2,364",7,1,1993,2017,1,
H-0522,Industrial District,2596,6,1,2004,2009,3,
H-1677,Sunny Valley,2465 sqft,4,3,1976,1995,3,587035.4685135187
H-1979,Swamp Bottom,1477 sqft,6,4,1967,2022,5,211595.908708852
H-0617,Sunny Valley,"2,284",5,1,1978,2015,9,712927.1424003725
H-0050,Gilden Ridge,"1,351",6,4,1991,2001,3,292220.8934278584
H-1897,Sunny Valley,847,3,3,1965,2000,8,343118.1432502137
H-0132,Swamp Botom,873,6,4,2002,2001,2,483279.59441949317
H-0902,Sunny Valley,1952,7,4,1969,1999,6,640075.2759902013
H-0932,Industrial District,2345 sqft,2,4,1982,1996,1,333310.66408075736
H-0440,Golden Ridge,2343,6,3,1977,1998,7,953096.1441994566
H-0730,Sunny Valley,"2,340",7,4,1976,2001,7,685660.3765906126
H-1336,Sunny Valley,"2,957",7,1,2007,1994,8,863793.1951095562
H-1589,Maplewood,2344,2,2,2024,2012,6,507415.2893998355
H-1263,Maplewood,2244,4,2,1988,1993,1,495304.8037512407
H-0861,Maplewood,"2,472",7,2,1966,1997,4,547091.8913764376
H-0808,Maplewood,"2,413",3,4,1989,2022,2,473045.60422437487
H-0305,Industrial District,818 sqft,7,3,1995,2002,5,237222.55321316893
H-1284,Sunny Valley,1028,4,1,1961,2011,6,367173.8798288664
H-0598,Sunny Valley,1581 sqft,2,2,1980,2015,3,
H-1368,Sunny Valley,"2,673",6,1,2024,1996,5,721467.8517875618
H-0041,Gilden Ridge,1518 sqft,3,3,1973,2012,5,334876.12349295197
H-1808,Sunny Valley,"1,574",5,3,2013,2006,1,437200.91379774205
H-1830,Industrial District,"2,055",6,3,2012,2019,2,364918.2713214807
H-0531,Industrial District,683,3,2,2014,2002,9,
H-0797,Maplewood,2320,7,4,2011,1998,7,592935.2623473809
H-1403,Maplewood,3129,7,1,1991,2011,5,699859.2674560118
H-0759,Swamp Bottom,"3,340",2,2,2009,2014,5,314949.3089278703
H-1272,Swamp Bottom,2275 sqft,3,4,2022,1993,7,244188.36860857252
H-0341,Maplewood,1361 sqft,6,2,2000,1997,5,364638.16269662644
H-1496,Maplewood,1446 sqft,2,4,1989,1999,6,325437.163457186
H-1605,Maplewood,2672,3,2,2020,1990,5,578107.500449614
H-0529,Swamp Bottom,570 sqft,3,3,1985,2009,10,
H-1350,Swamp Bottom,"1,711",4,4,2017,2007,6,208142.39800114103
H-1323,Sunny Valley,"3,043",4,3,2017,2019,4,738141.3265222186
H-0242,Industrial District,"2,111",7,3,1975,2008,3,387612.5499354477
H-1958,Maplewood,"2,431",4,4,1969,1990,2,525693.2370724576
H-0265,Maplewood,3499,2,4,2015,2020,10,771056.4274896967
H-1899,Swamp Bottom,2293 sqft,6,4,1983,2006,2,229869.51114467048
H-0802,Maplewood,507,4,4,1977,1990,4,211229.4203813324
H-1858,Swamp Bottom,2065,7,4,1968,2016,7,258301.0021233464
H-0168,Swamp Botom,2842 sqft,7,1,2016,1995,3,1029555.9896286163
H-0484,Maplewood,2654,5,4,1994,1998,1,523811.95863056346
H-1438,Sunny Valley,"1,297",6,4,1990,1997,7,451496.91225721466
H-1804,Sunny Valley,2930,5,3,2004,2001,6,768010.6789416706
H-1778,Sunny Valley,2636,4,3,1970,2022,2,661664.7594357999
H-1883,Swamp Bottom,2295,7,4,2002,2010,7,289549.5889203687
H-1394,Sunny Valley,2936,5,2,2018,2012,3,748209.7312953027
H-1524,Maplewood,697,4,1,2015,1995,4,245658.5452193219
H-1295,Sunny Valley,"2,898",6,3,2020,1995,10,805245.2410366355
H-1067,Golden Ridge,"1,224",5,4,2016,2010,6,558679.1195983173
H-0437,Swamp Bottom,2099,4,4,2013,2011,8,250976.24735001387
H-0972,Maplewood,2350,4,3,2011,2002,2,505178.32330522133
H-1676,Golden Ridge,"1,855",3,2,2004,2017,9,719891.2968627096
H-0070,Gilden Ridge,2602 sqft,2,4,2004,2001,5,293087.9009864512
H-1411,Golden Ridge,2644 sqft,7,4,2015,2020,5,959253.7384262042
H-1822,Maplewood,2762,7,3,1977,2018,4,600612.1851069401
H-0620,Sunny Valley,2607 sqft,2,3,1985,2008,1,607242.8269761964
H-0596,Maplewood,2717,5,3,1999,1999,2,
H-1771,Swamp Bottom,1161,4,2,1991,2024,10,181547.25224721694
H-1036,Sunny Valley,2219 sqft,6,2,2020,1990,3,648471.6227403048
H-0249,Swamp Bottom,589 sqft,4,4,1972,2014,5,129108.92020022798
H-1216,Golden Ridge,450,5,3,2011,2008,2,288225.778915355
H-1750,Maplewood,"2,082",2,1,1982,1991,2,486525.5820055163
H-1649,Maplewood,"3,171",4,2,1974,1990,10,711526.8233640374
H-1454,Golden Ridge,503,2,3,1973,1994,4,218587.84322184775
H-0462,Maplewood,2184 sqft,7,2,2016,1991,2,549548.8420958134
H-1061,Industrial District,865 sqft,2,1,1988,1990,9,222650.8387109648
H-1250,Swamp Bottom,"1,645",5,1,2012,2007,3,174988.72842265686
H-1407,Swamp Bottom,"1,890",4,1,1991,2024,6,249231.29904129825
H-0158,Swamp Botom,2596 sqft,7,1,2020,1990,4,713128.1270398586
H-1198,Maplewood,340,5,3,1990,1998,7,219489.00004713237
H-1616,Industrial District,"1,702",4,1,2014,2008,3,352453.2078418035
H-0511,Sunny Valley,"1,144",6,3,2020,1990,8,
H-0117,Swamp Botom,2512,2,1,1984,2004,9,647928.5500964795
H-1809,Golden Ridge,2496,5,2,2005,1992,10,952774.0317147631
H-1812,Sunny Valley,1469,2,3,1988,2022,5,430038.4443279755
H-1003,Maplewood,1360,6,3,2009,2004,1,306324.82483824657
H-0832,Golden Ridge,"2,780",7,3,1967,1994,5,1022903.4278178232
H-0394,Sunny Valley,2017 sqft,6,1,1963,2011,5,569785.8767834064
H-1027,Swamp Bottom,2762,2,1,2024,2002,1,223020.76415893238
H-0172,Swamp Botom,"1,897",2,4,2006,2010,9,461545.3635945847
H-0884,Swamp Bottom,2416,5,4,2013,1999,7,270383.2320107034
H-0101,Swamp Botom,1725,7,2,2019,2005,2,422214.4897121631
H-0074,Gilden Ridge,1486,7,1,2019,2021,9,396632.0825200917
H-0222,Golden Ridge,739,4,4,1977,2018,5,347470.4808795198
H-0785,Industrial District,2144,6,3,2015,2024,8,416862.64099009923
H-1752,Golden Ridge,"2,503",4,4,2008,2018,10,991469.5652198102
H-0294,Golden Ridge,1849,5,1,2020,1990,9,792567.7818942163
H-0761,Sunny Valley,2639,3,1,1979,2023,2,628539.6471325444
H-1293,Maplewood,1210,6,2,1962,2018,10,385816.7810214488
H-0583,Sunny Valley,107 sqft,5,2,2007,1990,6,
H-0312,Golden Ridge,903 sqft,4,1,1984,2013,1,387730.83352687873
H-1561,Sunny Valley,1273,5,2,2001,2020,3,385467.95819164335
H-0955,Sunny Valley,978,3,1,2003,2004,5,358846.43683263165
H-0028,Gilden Ridge,3062,5,2,1996,1999,10,689302.8489195353
H-1723,Golden Ridge,1913,7,1,2013,2002,1,743548.3692390601
H-0528,Golden Ridge,2518 sqft,6,2,1986,1999,10,
H-1048,Swamp Bottom,1951,7,4,1961,1991,4,267275.85359833523
H-1888,Maplewood,2948,4,4,1974,2023,6,665911.108247986
H-1351,Maplewood,695,5,4,2005,2020,8,286307.4568464353
H-0340,Maplewood,4460,4,1,2003,2015,6,895857.818966634
