House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price,Effective_Age,Neighborhood_Tier
H-1818,Maplewood,2075,6,1,1990,2020,10,535829.0544013034,6,3
H-1371,Sunny Valley,3340,6,4,1962,2014,1,840296.9780406895,12,4
H-1841,Sunny Valley,703,2,3,1990,2020,8,249811.8918779856,6,4
H-1745,Maplewood,2099,5,3,1963,1996,10,522063.1469577632,30,3
H-2007,Golden Ridge,2949,3,3,1999,2021,10,653638.1730776792,5,5
H-0673,Maplewood,1857,2,1,1980,2006,9,443678.5116188698,20,3
H-1719,Sunny Valley,3009,3,3,1964,2011,8,805856.2506592455,15,4
H-0728,Sunny Valley,2696,6,3,1997,2000,6,761475.0700384588,26,4
H-1240,Swamp Bottom,997,7,2,2004,2020,1,125919.58397342073,6,1
H-0414,Maplewood,1808,3,3,1963,1990,4,410897.8957936337,36,3
H-0890,Maplewood,2066,3,3,1997,2020,7,416445.1754447255,6,3
H-1670,Sunny Valley,474,7,3,1980,2008,1,217168.09848158451,18,4
H-1447,Swamp Bottom,1478,3,3,1961,2007,6,141900.37769736454,19,1
H-1997,Golden Ridge,2204,5,1,1994,1999,5,832836.1241958012,27,5
H-1282,Maplewood,2030,7,3,1990,2023,5,491565.5104808152,3,3
H-1803,Sunny Valley,2080,4,2,1960,1996,1,529505.4251926409,30,4
H-0057,Golden Ridge,1634,2,4,1962,2013,4,464005.698328633,13,5
H-1136,Swamp Bottom,2108,5,4,2001,2010,4,216815.6071190553,16,1
H-0509,Maplewood,3192,5,4,1975,2005,3,525799.99,21,3
H-1039,Sunny Valley,1961,3,1,1966,2018,10,578560.496570475,8,4
H-0908,Sunny Valley,4308,5,2,1995,2010,6,1136189.5358410038,16,4
H-0557,Golden Ridge,1250,6,1,1969,2020,4,687386.84,6,5
H-0525,Maplewood,3530,3,1,1985,2023,5,479285.75,3,3
H-0334,Golden Ridge,2112,7,2,1990,2015,6,829486.533781663,11,5
H-0539,Golden Ridge,3295,7,3,1985,2006,3,657395.2,20,5
H-1833,Maplewood,2588,4,1,1990,2018,7,539256.4399153829,8,3
H-1258,Golden Ridge,928,7,2,2010,2018,10,559645.0917860203,8,5
H-1017,Maplewood,2036,7,1,1979,2023,7,537491.7116674258,3,3
H-1820,Sunny Valley,3188,6,4,2008,2018,8,857863.1714144317,8,4
H-0136,Swamp Bottom,1493,3,4,1994,2014,8,360486.59170205984,12,1
H-1019,Golden Ridge,2131,2,4,1984,1995,6,730775.1042305194,31,5
H-1070,Sunny Valley,1194,6,4,1989,2000,4,441441.7971716368,26,4
H-0822,Sunny Valley,3257,2,4,1978,1998,9,813630.4148431042,28,4
H-1836,Golden Ridge,2755,7,4,1971,1996,10,1041776.17057873,30,5
H-1543,Sunny Valley,3207,5,1,1994,2005,7,845422.3618973271,21,4
H-0874,Golden Ridge,959,4,3,1982,2021,6,473805.6326195191,5,5
H-0573,Maplewood,859,6,1,1999,2018,8,467731.29,8,3
H-0206,Golden Ridge,2170,5,2,2005,2021,4,754995.7108575484,5,5
H-0510,Maplewood,759,3,2,1978,2011,2,430224.66,15,3
H-0857,Maplewood,2305,6,3,2000,2016,5,547564.0472848719,10,3
H-0643,Sunny Valley,1481,6,3,1999,2020,8,461374.50892649125,6,4
H-1286,Golden Ridge,3215,4,2,2003,2019,8,1118352.9972103403,7,5
H-1523,Golden Ridge,648,3,2,1998,2003,10,407885.69258781394,23,5
H-0847,Industrial District,1023,3,2,1985,2015,5,220627.46106294025,11,2
H-1140,Swamp Bottom,852,2,3,2004,2009,7,112497.89436774992,17,1
H-0303,Maplewood,1748,2,4,1969,2011,7,389980.1542121351,15,3
H-0609,Maplewood,2051,4,1,1995,2008,3,474644.763648305,18,3
H-0125,Swamp Bottom,2689,7,3,1997,2012,1,725429.5180043975,14,1
H-1870,Swamp Bottom,2497,4,1,1974,2016,9,298338.34179734375,10,1
H-0084,Golden Ridge,571,3,3,1971,2014,2,235467.09909308897,12,5
H-1690,Sunny Valley,2142,4,4,1990,2019,1,513841.625221613,7,4
H-0418,Maplewood,900,7,3,2006,2018,1,253937.18525064763,8,3
H-1877,Maplewood,1470,3,2,1963,2024,4,348358.7162295129,2,3
H-0053,Golden Ridge,3571,3,3,1998,2018,2,367237.4289269994,8,5
H-1516,Maplewood,2702,3,3,1996,2000,6,603987.1256949821,26,3
H-1165,Swamp Bottom,2409,3,4,1999,2024,5,214426.7728815733,2,1
H-0304,Maplewood,1928,2,1,1993,2016,6,407237.38689705904,10,3
H-1196,Industrial District,1622,7,4,1969,2008,3,320766.3554099869,18,2
H-1829,Sunny Valley,1835,6,4,1989,2006,6,560637.4794050875,20,4
H-0740,Maplewood,1753,3,3,1961,2017,6,364185.3012120409,9,3
H-0604,Golden Ridge,2349,5,2,1977,2003,7,853172.2844914439,23,5
H-0581,Industrial District,2235,4,4,2005,2022,9,326088.55,4,2
H-0569,Sunny Valley,2951,5,4,2012,2021,4,534399.01,5,4
H-1148,Swamp Bottom,3633,7,4,1963,2020,4,355700.8750765952,6,1
H-1998,Golden Ridge,2070,4,3,2005,2008,3,673849.1391742836,18,5
H-1374,Sunny Valley,1563,7,4,2022,2023,6,453035.5124668416,3,4
H-0315,Maplewood,2647,4,2,1983,2024,9,577571.0606157959,2,3
H-1565,Sunny Valley,1668,7,4,2000,2022,3,542756.2321004851,4,4
H-1810,Maplewood,1701,4,2,1990,1990,3,397570.1310910812,36,3
H-0208,Golden Ridge,1432,3,2,1984,2001,10,616582.3295275968,25,5
H-1805,Swamp Bottom,2761,6,2,2006,2020,6,304051.567453817,6,1
H-1493,Golden Ridge,394,4,1,1968,2019,8,329695.6014862863,7,5
H-1625,Maplewood,2551,7,1,1994,2014,1,571037.1248330036,12,3
H-1051,Maplewood,424,7,2,1978,1996,6,225203.5155072524,30,3
H-1078,Sunny Valley,1343,6,4,2011,2019,7,447812.2059767646,7,4
H-1062,Swamp Bottom,1438,5,2,2010,2011,1,136689.64385394868,15,1
H-0255,Maplewood,2289,4,2,1968,2017,5,506822.425262519,9,3
H-0156,Swamp Bottom,1052,3,4,2014,2023,5,272627.55866209447,3,1
H-0541,Maplewood,3315,6,3,1988,2002,9,509988.78,24,3
H-1800,Industrial District,1393,6,3,1997,2012,1,273505.3975663809,14,2
H-0073,Golden Ridge,2378,7,3,1968,1997,8,288537.2975215479,29,5
H-0444,Swamp Bottom,1530,6,1,1998,2008,9,197192.50394520964,18,1
H-1966,Sunny Valley,293,3,4,1999,2012,2,202185.69720496272,14,4
H-1724,Maplewood,1750,4,2,1962,2024,5,408504.1220974909,2,3
H-1298,Maplewood,1925,5,3,1974,2020,4,481641.8134171002,6,3
H-1104,Industrial District,1698,3,2,1995,2010,6,330985.15135100234,16,2
H-1730,Sunny Valley,1228,3,3,1998,2019,3,309493.5728889293,7,4
H-1116,Golden Ridge,697,3,3,1982,2006,9,384029.5068619141,20,5
H-1093,Maplewood,831,4,4,1977,2014,5,260450.2207406251,12,3
H-1401,Sunny Valley,1975,3,3,2007,2016,6,523980.2789762797,10,4
H-0251,Sunny Valley,2225,5,3,1990,2001,4,619283.9253014358,25,4
H-1161,Golden Ridge,735,7,1,2007,2009,9,508702.3901878096,17,5
H-1278,Golden Ridge,1564,4,1,2002,2013,10,690705.8980623703,13,5
H-0642,Sunny Valley,2776,4,1,1983,1990,3,705957.0342950766,36,4
H-1170,Maplewood,3282,7,3,1976,2005,10,775471.5348468967,21,3
H-0621,Sunny Valley,1513,5,2,1985,2020,3,450866.928484284,6,4
H-1675,Sunny Valley,2069,3,3,1987,2024,1,514700.0576395578,2,4
H-1423,Golden Ridge,373,4,1,1995,1999,4,260507.7449720773,27,5
H-0338,Maplewood,1345,2,2,1986,2014,9,326664.74129219307,12,3
H-1006,Maplewood,3303,3,1,2015,2021,5,675352.7912114885,5,3
H-1760,Maplewood,1327,7,3,1973,2013,3,332163.189171035,13,3
H-1856,Swamp Bottom,3525,3,4,2008,2009,8,376952.9169369036,17,1
H-1853,Swamp Bottom,1963,6,2,1970,2019,10,307373.66998274566,7,1
H-0618,Swamp Bottom,1530,5,3,2011,2011,1,227614.65817116332,15,1
H-0195,Swamp Bottom,3201,5,3,1997,2013,3,829373.2391877233,13,1
H-0993,Maplewood,2535,5,3,1995,2017,2,597827.4442596796,9,3
H-1244,Swamp Bottom,2101,2,1,1966,1993,7,249916.93898840717,33,1
H-0433,Golden Ridge,1528,2,4,2019,2020,8,625881.5772546548,6,5
H-0116,Swamp Bottom,1437,3,2,1972,2007,7,176876.53487745736,19,1
H-1490,Sunny Valley,2446,5,4,1964,2003,5,706711.1091888674,23,4
H-1100,Golden Ridge,-210,4,1,1977,1990,2,19826.224308237062,36,5
H-0465,Sunny Valley,1480,6,3,2007,2021,10,532906.3292563792,5,4
H-1253,Golden Ridge,1592,6,1,1990,2020,2,621683.8509545209,6,5
H-0040,Golden Ridge,2156,4,3,1975,2020,7,820214.3785244982,6,5
H-0806,Industrial District,2553,4,3,2004,2010,9,461293.58655770135,16,2
H-0272,Swamp Bottom,2215,7,2,2010,2014,3,270735.47088425537,12,1
H-0708,Sunny Valley,2144,5,1,1962,2017,10,669068.642566086,9,4
H-0749,Maplewood,1933,5,3,1961,2018,9,479541.84226808895,8,3
H-0933,Maplewood,925,4,3,1981,1998,6,281572.0800008545,28,3
H-1831,Maplewood,1762,2,3,1999,2022,1,325386.30239855545,4,3
H-1476,Swamp Bottom,1339,5,3,1994,2003,5,204122.45081754733,23,1
H-0958,Sunny Valley,2544,4,1,2004,2012,10,708098.0680975673,14,4
H-1506,Maplewood,2157,4,4,2005,2021,2,447052.5468040918,5,3
H-0161,Swamp Bottom,504,2,3,1982,2009,10,199995.11448013256,17,1
H-0612,Maplewood,1488,2,1,1979,2005,6,316870.7451700406,21,3
H-1066,Sunny Valley,2750,3,3,2001,2015,6,712855.2685773859,11,4
H-0506,Industrial District,1535,5,2,2010,2012,8,461285.63,14,2
H-1338,Golden Ridge,1838,3,3,1990,2015,9,725926.1396101714,11,5
H-1602,Sunny Valley,2543,3,2,2006,2017,1,635382.4800831578,9,4
H-0648,Swamp Bottom,1110,3,4,1984,2003,9,130300.60350258111,23,1
H-1982,Maplewood,2521,5,4,1990,2020,8,595470.3769936576,6,3
H-0489,Swamp Bottom,2753,6,4,2010,2012,2,310398.0993477072,14,1
H-1390,Sunny Valley,1094,4,2,1972,1993,9,360654.5417692866,33,4
H-1631,Sunny Valley,3753,2,2,1964,2022,2,900594.5925587665,4,4
H-0202,Sunny Valley,123,6,3,1978,2002,7,209921.70401644736,24,4
H-1321,Sunny Valley,1965,5,3,1979,2011,1,577458.1408928774,15,4
H-0502,Sunny Valley,425,5,1,2003,2018,6,674824.24,8,4
H-0558,Swamp Bottom,2999,6,1,1989,2006,6,216061.98,20,1
H-0854,Sunny Valley,971,3,4,1972,1997,5,360483.5599429166,29,4
H-0817,Sunny Valley,2276,2,2,1992,2014,8,631655.823341498,12,4
H-1644,Golden Ridge,3044,6,3,1970,2011,6,1122556.8876911758,15,5
H-0297,Sunny Valley,1550,4,2,2001,2022,3,436954.084010887,4,4
H-1633,Swamp Bottom,2765,5,3,1960,2014,2,319817.6124380337,12,1
H-1580,Sunny Valley,1285,3,3,1982,2019,5,377393.27649377217,7,4
H-1930,Maplewood,1695,6,3,2000,2021,9,481861.0035570855,5,3
H-1935,Swamp Bottom,2047,3,1,1987,1992,1,252517.31794666647,34,1
H-1381,Sunny Valley,1488,7,3,1987,2014,10,503524.2276935339,12,4
H-1132,Golden Ridge,2503,4,2,2000,2013,3,855141.0481233344,13,5
H-1681,Industrial District,2114,5,3,1989,2005,6,400980.4879827974,21,2
H-0661,Industrial District,1317,6,3,2020,2022,6,317262.08419715386,4,2
H-0097,Golden Ridge,1602,6,4,1997,2002,3,457372.710921637,24,5
H-1419,Industrial District,2429,2,2,2008,2010,3,406316.8856951271,16,2
H-1866,Golden Ridge,2584,2,4,1984,1994,8,830634.8035168393,32,5
H-1189,Maplewood,2741,2,4,1997,1999,2,513476.0314504521,27,3
H-1922,Maplewood,586,6,2,2009,2022,3,221422.11773905737,4,3
H-0092,Golden Ridge,670,4,3,2002,2016,9,134168.23674648823,10,5
H-0734,Sunny Valley,1767,5,2,1971,2005,1,476093.7499124448,21,4
H-1581,Sunny Valley,2297,6,4,1977,2008,5,638400.0441948102,18,4
H-1924,Swamp Bottom,2366,2,1,1985,2018,6,240502.3860555352,8,1
H-0665,Sunny Valley,2004,5,1,1973,2008,3,567853.7368286562,18,4
H-0062,Golden Ridge,2070,6,2,1971,2018,6,255172.4340544353,8,5
H-0241,Industrial District,2483,2,3,1963,1991,7,426696.9519433358,35,2
H-1373,Maplewood,3128,6,2,2000,2014,3,657046.4189553887,12,3
H-1098,Swamp Bottom,3411,4,4,1993,2019,10,379347.9130319608,7,1
H-0975,Sunny Valley,1508,3,3,1966,2010,4,425860.5735193565,16,4
H-0014,Golden Ridge,1617,4,2,1990,2020,8,0.0,6,5
H-1219,Sunny Valley,2935,6,4,1964,1995,10,840955.9853782761,31,4
H-0998,Industrial District,1084,4,1,1999,2014,6,252712.07151970267,12,2
H-0413,Maplewood,1960,3,2,1960,2005,10,478275.21176393377,21,3
H-1449,Maplewood,930,7,3,1975,1990,6,361065.9095933365,36,3
H-0559,Maplewood,1376,7,1,1980,2000,4,528527.09,26,3
H-2008,Golden Ridge,1617,4,2,1990,2020,8,497158.0190302195,6,5
H-0911,Sunny Valley,130,2,2,1998,2012,7,150151.65499433555,14,4
H-0393,Swamp Bottom,2244,5,3,1961,2001,7,254972.641741606,25,1
H-0459,Golden Ridge,2778,3,2,1983,2011,6,985422.442054084,15,5
H-0989,Swamp Bottom,3309,6,1,1989,2020,8,395193.9090400885,6,1
H-1696,Golden Ridge,1702,2,1,2017,2022,10,622817.4152818903,4,5
H-1042,Sunny Valley,2620,5,1,2001,2020,7,759278.9177286536,6,4
H-1470,Maplewood,2827,5,4,1965,2001,1,573589.4012254871,25,3
H-1154,Maplewood,1165,5,4,1980,2005,10,336970.513502826,21,3
H-1128,Sunny Valley,1661,2,2,1971,2005,3,461003.0524060055,21,4
H-1570,Maplewood,990,3,2,1985,2002,7,319347.601413457,24,3
H-0269,Sunny Valley,1567,2,1,2015,2023,1,402489.41825728206,3,4
H-1661,Maplewood,1502,2,4,1990,2020,9,367841.0605507444,6,3
H-1088,Industrial District,2882,5,3,2010,2021,3,484555.1322655377,5,2
H-1271,Swamp Bottom,2981,4,4,2012,2024,10,342568.02418268315,2,1
H-1237,Maplewood,1387,4,1,1992,2004,2,387893.6356318643,22,3
H-1564,Swamp Bottom,2563,4,4,2004,2019,1,291422.9326090351,7,1
H-1013,Golden Ridge,2264,5,1,1960,1996,6,831033.5957516315,30,5
H-1526,Sunny Valley,2349,3,2,1993,2008,9,666710.0997686004,18,4
H-0674,Sunny Valley,1408,6,2,1987,2006,1,454464.4056449029,20,4
H-0431,Swamp Bottom,1797,3,2,1990,2020,10,199643.1768823967,6,1
H-1369,Sunny Valley,3654,5,3,2010,2024,10,1053602.4164885832,2,4
H-0361,Maplewood,1818,7,4,1992,2009,7,475482.1373099825,17,3
H-0971,Industrial District,662,4,4,1995,2013,4,107993.24649563651,13,2
H-0703,Golden Ridge,1819,5,4,1966,2008,6,693347.2471625835,18,5
H-1337,Maplewood,1784,5,2,1997,2023,2,424028.8838925404,3,3
H-1343,Maplewood,2207,6,4,2002,2022,1,474430.7052559564,4,3
H-1375,Swamp Bottom,2612,2,3,2004,2021,8,218505.0683925784,5,1
H-0316,Sunny Valley,2863,2,2,1985,2003,10,762686.820522445,23,4
H-0124,Swamp Bottom,2580,4,1,1994,2005,7,669776.594948387,21,1
H-0880,Sunny Valley,1317,2,4,2003,2013,9,413921.95112239895,13,4
H-0451,Maplewood,1769,5,1,1996,2010,8,405705.91197489575,16,3
H-0273,Industrial District,1248,5,1,1990,1991,3,247362.9121020409,35,2
H-1795,Golden Ridge,1956,3,3,1979,1990,10,748796.8359104807,36,5
H-1711,Golden Ridge,1926,4,3,1964,1993,5,743148.7529140409,33,5
H-0323,Sunny Valley,1240,5,3,1980,2009,7,436699.09915439,17,4
H-1483,Golden Ridge,1906,4,3,1979,2007,5,699846.6398872443,19,5
H-0143,Swamp Bottom,1709,2,3,2008,2009,5,489069.64745336847,17,1
H-1185,Industrial District,650,6,2,2000,2012,8,209100.57187272207,14,2
H-0613,Golden Ridge,2519,2,3,2006,2019,4,803301.7906848997,7,5
H-0022,Golden Ridge,1671,3,1,1997,2013,2,441159.80283146905,13,5
H-0203,Swamp Bottom,1490,5,3,1977,2012,2,176566.7615095408,14,1
H-1230,Swamp Bottom,2585,3,4,1993,1994,8,277416.50730820856,32,1
H-1704,Sunny Valley,1990,5,2,1984,2023,5,610892.5202123835,3,4
H-1467,Sunny Valley,1915,4,2,1988,2005,6,554726.3679742173,21,4
H-1902,Swamp Bottom,1128,4,2,2006,2009,2,170840.20880298916,17,1
H-1358,Sunny Valley,440,6,3,2005,2013,8,261648.65440542495,13,4
H-0629,Sunny Valley,2391,4,1,1992,1998,6,621638.7040490285,28,4
H-0654,Sunny Valley,2651,4,4,1975,2000,9,744528.5630142775,26,4
H-1174,Maplewood,3892,3,4,2008,2011,8,773485.9639963316,15,3
H-0129,Swamp Bottom,2054,3,3,2003,2011,1,409347.5740544726,15,1
H-0826,Sunny Valley,2049,3,2,1990,2020,5,563262.3975802186,6,4
H-0033,Golden Ridge,2799,7,1,1981,2003,2,497685.6819009837,23,5
H-1900,Maplewood,2429,3,1,1993,2015,7,502420.3309729932,11,3
H-0567,Sunny Valley,1831,4,3,1991,1998,9,579916.26,28,4
H-0306,Maplewood,2427,3,4,1984,2022,5,480566.22081228864,4,3
H-0849,Maplewood,1948,3,2,1982,2003,8,430224.6579200482,23,3
H-1508,Maplewood,2362,5,3,2002,2010,8,542445.5775089227,16,3
H-1614,Sunny Valley,3146,5,2,1972,2010,10,890505.3242214962,16,4
H-0170,Swamp Bottom,2517,7,2,1990,2020,10,623883.2041571195,6,1
H-1388,Industrial District,2252,5,3,2006,2024,3,417559.2766524177,2,2
H-0226,Industrial District,2328,3,4,1980,2006,6,392261.94746153394,20,2
H-1251,Maplewood,2508,3,4,1974,1990,8,536126.4975814186,36,3
H-1941,Sunny Valley,1803,2,3,1993,1996,10,515157.1933328511,30,4
H-0899,Golden Ridge,2090,4,2,1964,2004,6,780380.7302802992,22,5
H-1329,Maplewood,744,4,3,1969,2017,3,248811.68215023328,9,3
H-0745,Swamp Bottom,990,4,1,1970,2004,8,134380.8267542523,22,1
H-1300,Golden Ridge,2250,3,3,1960,2022,5,795266.6546991533,4,5
H-1242,Swamp Bottom,2113,7,1,1986,1993,5,254161.6043476548,33,1
H-0295,Maplewood,263,6,1,1975,2014,5,152369.7660669487,12,3
H-1645,Swamp Bottom,2192,4,2,2002,2017,2,212699.8519217909,9,1
H-0862,Maplewood,1063,7,3,1999,2017,4,283606.4855252104,9,3
H-1572,Maplewood,3094,2,1,1964,1994,7,589812.7236197757,32,3
H-1468,Swamp Bottom,1012,2,2,1984,2018,3,107524.6353771102,8,1
H-0892,Swamp Bottom,3104,7,1,1992,2018,7,385071.7572459904,8,1
H-1099,Sunny Valley,1051,5,1,1995,1997,5,328190.3315355388,29,4
H-1203,Sunny Valley,1682,7,1,1991,2016,7,572846.4503630055,10,4
H-0555,Sunny Valley,1889,6,1,1995,2011,8,553905.02,15,4
H-0184,Swamp Bottom,278,5,1,1990,1999,6,203238.93267343869,27,1
H-1678,Sunny Valley,2488,7,3,1995,1999,4,673588.3225851356,27,4
H-1257,Maplewood,1741,4,1,2008,2013,6,444842.85704578686,13,3
H-0500,Maplewood,2766,6,3,2002,2023,10,509988.78,3,3
H-0319,Sunny Valley,1829,6,4,1997,2018,5,576266.5767362483,8,4
H-1112,Sunny Valley,2826,3,4,1984,2018,1,647155.661283418,8,4
H-0602,Sunny Valley,2114,6,4,1983,1993,1,583956.559513066,33,4
H-1944,Swamp Bottom,2646,7,4,1990,2020,4,329731.88033248804,6,1
H-0977,Golden Ridge,2920,6,3,1990,2020,9,1104985.8157208113,6,5
H-1077,Maplewood,1763,7,4,1983,2020,6,452164.6782890772,6,3
H-1519,Industrial District,3529,2,2,1990,1994,9,620919.0358998571,32,2
H-0828,Maplewood,2713,3,2,1971,2006,5,553918.2629104455,20,3
H-1487,Maplewood,1052,7,2,1996,2023,10,345725.20695287734,3,3
H-1289,Golden Ridge,2066,2,4,1969,2002,2,648884.1763471944,24,5
H-1392,Sunny Valley,2782,5,4,2000,2009,10,763720.9940516566,17,4
H-0466,Sunny Valley,2635,2,4,1989,1999,6,630202.7151078419,27,4
H-0419,Swamp Bottom,1343,7,4,1991,2017,6,220825.1905137822,9,1
H-0080,Golden Ridge,2658,3,2,1960,2020,3,282478.81451258407,6,5
H-0375,Sunny Valley,2178,6,1,2009,2021,3,553905.0243364704,5,4
H-1908,Sunny Valley,3205,6,2,1987,2003,7,849482.7242819315,23,4
H-1205,Swamp Bottom,2794,5,4,1984,2020,2,232908.2829135799,6,1
H-0429,Golden Ridge,2462,4,3,1977,2015,9,925429.9725271072,11,5
H-1484,Sunny Valley,2057,7,1,2017,2018,6,632772.4305286119,8,4
H-0331,Swamp Bottom,1197,6,3,1960,2012,3,191216.90418567107,14,1
H-1512,Industrial District,1837,2,2,2001,2014,5,322031.40139290644,12,2
H-1865,Industrial District,1692,7,3,1998,2004,9,372189.7799323804,22,2
H-1054,Industrial District,2610,4,2,1998,2019,10,503738.982134528,7,2
H-0906,Swamp Bottom,2200,4,2,1992,1995,3,279424.7109170079,31,1
H-0153,Swamp Bottom,1980,6,4,2014,2019,4,526843.5940817442,7,1
H-0232,Maplewood,1790,6,1,1977,1991,10,508536.58772212575,35,3
H-0987,Sunny Valley,1736,5,3,1967,1999,2,472808.1493442596,27,4
H-0079,Golden Ridge,2035,6,2,2003,2010,8,833718.3720718999,16,5
H-1147,Maplewood,1103,2,4,1972,2001,9,335614.423619866,25,3
H-1859,Maplewood,1647,5,3,1970,2019,1,359306.3958133653,7,3
H-0354,Golden Ridge,2838,6,1,1973,2007,2,964622.2595480712,19,5
H-0803,Maplewood,2872,7,3,2006,2007,3,639459.2456378057,19,3
H-0992,Sunny Valley,1847,6,2,1976,2014,10,621623.6752708845,12,4
H-0421,Swamp Bottom,2062,2,2,1990,2020,8,197124.977818843,6,1
H-0279,Swamp Bottom,2214,4,2,1972,2002,10,302897.7437936619,24,1
H-1225,Maplewood,1152,4,3,1994,2001,9,357217.6010177754,25,3
H-0844,Golden Ridge,2840,4,3,1987,2014,4,936444.729623898,12,5
H-1555,Sunny Valley,1387,4,3,1986,2007,7,457306.6167682723,19,4
H-1040,Maplewood,1964,7,3,1999,2022,4,511515.4511740011,4,3
H-0152,Swamp Bottom,1926,4,4,1994,1996,10,791236.5546989298,30,1
H-0994,Sunny Valley,2209,3,3,2015,2016,2,563564.0127529512,10,4
H-0706,Sunny Valley,2594,2,1,1974,2002,2,671450.2314792146,24,4
H-1618,Maplewood,1437,4,2,1997,2011,6,395316.6623810788,15,3
H-1349,Golden Ridge,1368,2,4,1986,2012,9,533993.3959921545,14,5
H-0121,Swamp Bottom,1407,2,2,2022,2023,8,163955.297057278,3,1
H-2009,Golden Ridge,634,6,3,1998,2018,10,0.0,8,5
H-1260,Sunny Valley,2209,4,2,1963,2022,8,585975.457914596,4,4
H-1642,Maplewood,1682,2,1,1983,2006,6,406498.5719489444,20,3
H-0271,Swamp Bottom,2225,6,4,1988,2011,6,261280.90777834368,15,1
H-0795,Swamp Bottom,2892,3,2,1982,2010,5,281934.8846903173,16,1
H-1192,Sunny Valley,744,3,2,1962,2013,2,247035.9967122696,13,4
H-0154,Swamp Bottom,2290,4,2,1992,2004,7,388442.2015158173,22,1
H-1477,Swamp Bottom,3107,5,1,1973,2001,10,387209.10205280175,25,1
H-1999,Sunny Valley,2086,3,3,1993,2005,4,476311.83644570014,21,4
H-1718,Industrial District,2858,4,3,1992,1994,5,495538.71036094136,32,2
H-1821,Golden Ridge,1252,5,1,1990,2020,6,514933.5452455291,6,5
H-1693,Golden Ridge,2380,5,3,1986,2024,10,937498.829956556,2,5
H-1455,Industrial District,1715,2,1,1971,2008,4,287054.72111361864,18,2
H-0709,Maplewood,1918,3,2,1982,1991,10,437245.00098049553,35,3
H-0694,Golden Ridge,1176,5,3,1971,2002,3,452704.9742039932,24,5
H-0456,Golden Ridge,2138,6,4,1997,2008,5,783609.5972570879,18,5
H-0026,Golden Ridge,2383,3,4,2000,2002,10,709957.3733543123,24,5
H-1229,Sunny Valley,2162,6,4,2013,2015,2,588002.7893397101,11,4
H-0442,Sunny Valley,2578,2,4,1999,2008,8,652382.4911643893,18,4
H-1706,Maplewood,3603,2,1,1991,2024,4,700068.3086097873,2,3
H-1835,Maplewood,1355,4,1,1978,2008,5,354364.4833234119,18,3
H-0137,Swamp Bottom,1518,5,4,2012,2019,8,406336.8912506128,7,1
H-0550,Maplewood,2335,7,3,1999,2002,8,501871.28,24,3
H-1086,Maplewood,2192,4,3,2006,2006,5,545834.2657622674,20,3
H-1973,Maplewood,1228,5,3,1986,2006,4,294304.0913341003,20,3
H-0239,Sunny Valley,1941,3,1,1968,1995,8,548658.1624486285,31,4
H-0008,Golden Ridge,2525,6,4,2001,2005,10,0.0,21,5
H-1608,Sunny Valley,2205,6,2,1973,1998,9,673268.3512675933,28,4
H-0454,Golden Ridge,2095,3,1,1979,2005,7,763686.9205634076,21,5
H-0296,Swamp Bottom,741,7,2,2008,2010,5,148711.85268304727,16,1
H-0996,Industrial District,1748,2,1,2011,2024,8,298884.2279002408,2,2
H-1955,Industrial District,3864,3,3,1978,2001,3,573647.8925979914,25,2
H-0230,Swamp Bottom,2625,7,3,1969,1997,9,367986.67629323184,29,1
H-1064,Sunny Valley,1765,2,2,1973,1999,9,510481.4971286835,27,4
H-0645,Swamp Bottom,2398,7,1,2021,2024,10,295784.6238272875,2,1
H-1963,Sunny Valley,1937,2,2,1961,2014,1,502202.5564465541,12,4
H-1615,Maplewood,2055,5,4,1969,2015,7,530473.8843938841,11,3
H-0736,Sunny Valley,647,2,3,2001,2019,8,249364.9803120221,7,4
H-1317,Maplewood,2321,3,3,1994,2023,4,459404.196736763,3,3
H-1007,Swamp Bottom,1315,2,3,1999,2002,9,159233.76292824603,24,1
H-1084,Industrial District,3244,7,3,1960,1996,3,536273.9377519614,30,2
H-0897,Swamp Bottom,3140,5,2,1997,1999,8,298402.7325690284,27,1
H-0514,Golden Ridge,2853,5,1,1971,2007,7,792567.78,19,5
H-1732,Maplewood,769,2,3,2004,2006,2,193409.19345720383,20,3
H-0855,Sunny Valley,2509,3,2,1964,2023,3,613696.4084208647,3,4
H-1265,Golden Ridge,2647,6,3,2016,2017,4,967257.9654139676,9,5
H-0512,Industrial District,392,4,4,1969,2005,7,326088.55,21,2
H-0677,Sunny Valley,1463,7,4,1982,2019,5,496573.80917770416,7,4
H-0105,Swamp Bottom,2160,7,2,1997,2015,7,670366.6046289011,11,1
H-0095,Golden Ridge,3231,4,2,2001,2021,6,698588.7868944086,5,5
H-1472,Swamp Bottom,2082,2,4,1988,2016,1,214154.28034781787,10,1
H-1471,Maplewood,622,6,1,2001,2006,4,261345.96446291,20,3
H-0866,Sunny Valley,2529,6,3,2018,2024,2,657987.5232500195,2,4
H-0353,Sunny Valley,3348,2,4,2002,2021,9,824219.9371657693,5,4
H-0507,Swamp Bottom,2364,7,1,1993,2017,1,269065.08,9,1
H-0522,Industrial District,2596,6,1,2004,2009,3,384780.72,17,2
H-1677,Sunny Valley,2465,4,3,1976,1995,3,587035.4685135187,31,4
